ID,Basket
2850,"whole milk,yogurt,rolls/buns,waffles,specialty bar"
2851,beverages
2852,"tropical fruit,domestic eggs,newspapers"
2854,pastry
2857,"bottled beer,liquor,red/blush wine"
2858,"whipped/sour cream,candy"
2861,salty snack
2862,"other vegetables,soda,specialty bar"
2863,"meat,citrus fruit,root vegetables,whole milk,dessert,yogurt,waffles,detergent"
2866,detergent
2867,"hamburger meat,photo/film"
2871,"pip fruit,yogurt"
2874,"whole milk,frozen meals,pasta,candy"
2877,"ice cream,canned fruit,canned beer,shopping bags"
2882,"whole milk,cereals"
2885,"whole milk,napkins"
2887,"whole milk,specialty bar"
2888,"pork,tropical fruit,white bread,soda,bottled beer"
2889,curd
2890,"dessert,frozen potato products,specialty chocolate"
2891,waffles
2892,"onions,other vegetables,spread cheese,misc. beverages"
2893,"misc. beverages,canned beer"
2898,"pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags"
2901,"berries,salt,organic products,cat food,soda,bottled beer,female sanitary products"
2903,"root vegetables,whole milk,hard cheese,candy"
2904,"finished products,pip fruit,frozen potato products,soda"
2909,"root vegetables,onions,other vegetables,whole milk,curd,yogurt,frozen fish,waffles"
2911,soda
2912,canned beer
2913,frozen fish
2916,pot plants
2917,"pork,whole milk"
2918,fruit/vegetable juice
2920,"fruit/vegetable juice,salty snack"
2922,"yogurt,misc. beverages"
2923,canned beer
2925,"cream cheese ,rolls/buns,candy,shopping bags"
2926,bottled water
2927,"sausage,hamburger meat,citrus fruit,other vegetables,dessert,yogurt,frozen meals,frozen potato products,white bread,fruit/vegetable juice,long life bakery product,chocolate,candy,house keeping products"
2934,soft cheese
2935,frozen meals
2936,ice cream
2937,"frankfurter,pork,tropical fruit,whole milk,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers"
2939,soda
2944,"misc. beverages,salty snack"
2946,"butter,yogurt,rolls/buns,detergent,shopping bags"
2947,"frankfurter,pork,beef,hamburger meat,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,sugar,mustard,ketchup,meat spreads,canned fish,bottled beer,chewing gum,decalcifier,hygiene articles"
2951,"butter,ice cream,margarine,soda"
2952,"sausage,whole milk,domestic eggs,rolls/buns,fruit/vegetable juice,light bulbs"
2954,"liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,white wine"
2956,"frankfurter,tropical fruit,root vegetables,whole milk,curd,dessert,frozen vegetables,pastry,instant coffee,tea,newspapers"
2958,canned beer
2963,"yogurt,frozen vegetables"
2964,"root vegetables,whole milk,rolls/buns"
2968,"hamburger meat,pip fruit,other vegetables,whole milk,yogurt,cream cheese ,margarine,sugar,baking powder,meat spreads,bottled water,chewing gum"
2975,"pork,beef,packaged fruit/vegetables,pastry"
2976,bottled beer
2979,"soda,skin care"
2981,"frankfurter,other vegetables,mustard,soda,napkins,light bulbs"
2983,canned beer
2984,"chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles,chocolate,shopping bags"
2985,"citrus fruit,tropical fruit,ice cream"
2986,curd
2987,"citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags"
2989,"other vegetables,soda,bottled beer"
2993,"curd,cake bar"
2996,"frankfurter,hamburger meat,whole milk,cream cheese ,salty snack"
2997,"pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware"
2998,"tropical fruit,root vegetables,whole milk,rolls/buns,bottled water,napkins,dishes"
2999,"frankfurter,meat,whole milk,roll products ,flour,pickled vegetables,bottled beer,napkins,shopping bags"
3001,"pork,root vegetables,onions,bottled water,soda"
3002,"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,hard cheese,specialty cheese,dog food,bottled water,newspapers"
3003,"bottled beer,white wine"
3004,"other vegetables,butter milk,rolls/buns,oil,bottled water,fruit/vegetable juice,softener,dishes"
3006,canned beer
3009,"citrus fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,soft cheese,frozen vegetables,white bread,flour,margarine,baking powder,waffles,hygiene articles"
3010,"whole milk,cream cheese ,salty snack,candy"
3011,"soda,fruit/vegetable juice,cake bar,candy,candles"
3014,canned beer
3015,"tropical fruit,other vegetables,whole milk,curd,butter milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns,pastry"
3016,"root vegetables,onions,other vegetables,frozen fruits,canned beer"
3017,"other vegetables,whole milk,yogurt,rolls/buns,newspapers"
3019,bottled water
3023,"butter,curd,dessert,cream cheese ,canned beer,candy,shopping bags"
3024,flower soil/fertilizer
3027,"other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags"
3029,root vegetables
3030,"whole milk,frozen vegetables,coffee"
3032,"beef,other vegetables"
3034,salty snack
3035,"sausage,ham,grapes,other vegetables,bottled water,misc. beverages,brandy,shopping bags"
3036,"tropical fruit,frozen meals,rolls/buns,bottled beer,newspapers"
3039,turkey
3043,"citrus fruit,whole milk,soft cheese,rice,margarine,sugar,soups,bottled water"
3045,"citrus fruit,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,soft cheese,sliced cheese,hard cheese,roll products ,margarine,soda,misc. beverages,fruit/vegetable juice,chocolate,newspapers"
3046,"flour,sugar,cat food,misc. beverages,waffles"
3047,baking powder
3048,"finished products,tropical fruit,pip fruit,other vegetables,whole milk,frozen fish,pastry,canned fish,seasonal products,dental care,hygiene articles,pot plants"
3049,"frankfurter,rolls/buns,margarine,soda"
3053,"beef,other vegetables,margarine,soda"
3057,"onions,roll products "
3058,"sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables,rolls/buns,bottled water,soda,bottled beer,red/blush wine"
3059,"frankfurter,sausage,tropical fruit,oil,spices,pickled vegetables,bottled water,misc. beverages"
3062,"frankfurter,curd cheese"
3066,"chicken,pork,other vegetables,whole milk,butter,curd,margarine,pickled vegetables,waffles,specialty chocolate,hygiene articles"
3073,"sausage,citrus fruit,whole milk,UHT-milk,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice"
3074,sparkling wine
3075,"UHT-milk,cat food,coffee,bottled beer,white wine,sparkling wine,shopping bags"
3076,soda
3077,"curd,cat food,soda"
3078,"whole milk,processed cheese,mayonnaise,margarine,mustard,cat food,coffee,bottled water"
3079,"frankfurter,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,frozen dessert,chewing gum"
3082,coffee
3083,"tropical fruit,other vegetables,butter milk,curd cheese,sugar,fruit/vegetable juice,bottled beer,chocolate,candles"
3084,"beef,fish,yogurt,pastry,soda,specialty chocolate"
3086,"tropical fruit,pip fruit,other vegetables,butter milk,yogurt,whipped/sour cream,UHT-milk,margarine,sugar,waffles"
3088,"root vegetables,semi-finished bread,specialty bar"
3089,"frankfurter,sausage,butter,dessert,spread cheese,white bread,pastry,coffee,waffles"
3091,"pip fruit,soft cheese,tidbits"
3093,canned beer
3094,oil
3096,"soda,specialty bar"
3097,hygiene articles
3099,"dessert,yogurt,brown bread,pastry,soda,long life bakery product,cake bar,light bulbs"
3100,"cereals,specialty chocolate,pot plants"
3102,"frankfurter,soda,shopping bags"
3103,"sausage,other vegetables,cream cheese ,domestic eggs,soda"
3104,"UHT-milk,cream cheese ,spread cheese,rolls/buns"
3105,"misc. beverages,specialty chocolate"
3107,"bottled water,soda"
3110,"pork,pip fruit"
3111,"tropical fruit,pip fruit,soda,white wine"
3112,"citrus fruit,pip fruit,root vegetables,other vegetables,butter,UHT-milk,frozen vegetables,pastry,margarine,sugar,soups,soda,bottled beer,long life bakery product,softener"
3114,"meat spreads,specialty bar"
3115,"brown bread,bottled water,specialty bar"
3118,"pork,citrus fruit,pip fruit,root vegetables,other vegetables,dessert,butter milk,sliced cheese,processed cheese,fruit/vegetable juice,chocolate,shopping bags"
3119,"yogurt,hard cheese,rolls/buns,sweet spreads,soda,misc. beverages,specialty chocolate,hygiene articles,napkins"
3129,"hamburger meat,ketchup"
3131,"fruit/vegetable juice,chewing gum"
3132,"finished products,pip fruit,other vegetables,domestic eggs,margarine,bottled beer,newspapers"
3133,"chicken,other vegetables,bottled beer,canned beer,sparkling wine,chocolate,newspapers,pot plants"
3135,"ham,root vegetables,other vegetables,dessert,brown bread,pasta,margarine,bottled water,fruit/vegetable juice,red/blush wine"
3137,canned beer
3138,"dog food,cling film/bags"
3139,"citrus fruit,tropical fruit,yogurt,UHT-milk,domestic eggs,mustard,canned fish"
3145,whole milk
3146,"meat,other vegetables,white bread,newspapers"
3147,"whole milk,rolls/buns,specialty chocolate,candy"
3149,"ham,meat,berries,other vegetables,whole milk,butter,yogurt,processed cheese,specialty cheese,white bread,margarine,specialty bar"
3150,"sausage,meat,other vegetables,frozen vegetables,rolls/buns"
3153,"pork,other vegetables,rolls/buns,canned fish,chocolate"
3154,"canned beer,specialty bar"
3156,"beef,hamburger meat,tropical fruit,pip fruit,other vegetables,whole milk,butter milk,yogurt,ice cream,rolls/buns,pastry,fruit/vegetable juice"
3157,"yogurt,condensed milk,pet care,house keeping products,shopping bags"
3159,"chicken,root vegetables,rolls/buns,margarine,bottled water"
3161,"other vegetables,whole milk,waffles"
3162,"frozen vegetables,domestic eggs,pastry"
3164,meat
3166,"pip fruit,canned beer,white wine"
3168,"beef,whole milk,margarine,salty snack"
3169,"other vegetables,bottled water,bottled beer,waffles"
3171,"yogurt,frozen vegetables,napkins,newspapers,pot plants"
3174,"root vegetables,UHT-milk,rolls/buns,brown bread,pastry,bottled water"
3175,"frankfurter,liver loaf,pip fruit,whole milk,yogurt,beverages,cream cheese ,frozen vegetables,frozen meals,brown bread,pastry,cereals,bottled water,soda,fruit/vegetable juice,kitchen towels"
3176,bottled beer
3177,"hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,salt,vinegar,oil,margarine,spices,coffee,bottled beer,newspapers"
3179,"chicken,beef,root vegetables,brown bread,margarine,cat food,bottled water,soda"
3180,dishes
3183,napkins
3184,"root vegetables,UHT-milk,soda"
3185,"chicken,beef,root vegetables,whole milk,cream cheese ,pet care,newspapers"
3186,"frankfurter,rolls/buns"
3187,canned beer
3188,canned beer
3191,bottled water
3192,"other vegetables,whole milk,yogurt,ice cream,flour,margarine,baking powder,pudding powder"
3194,"frankfurter,pork,citrus fruit,other vegetables,domestic eggs,pastry,ketchup,pickled vegetables,soda,syrup,skin care,newspapers"
3195,"sausage,whole milk,UHT-milk,rolls/buns,sugar,canned beer,shopping bags"
3198,"beef,citrus fruit,pip fruit,root vegetables,other vegetables,pastry,flour,canned beer,red/blush wine"
3201,"frozen chicken,salty snack"
3203,"tropical fruit,berries,other vegetables,butter,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns"
3206,"meat,other vegetables,whole milk,whipped/sour cream,rolls/buns,margarine,soda,shopping bags"
3207,"citrus fruit,soft cheese,rolls/buns,pastry"
3208,"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,curd cheese,frozen vegetables,soups,cat food,chewing gum"
3209,"other vegetables,salty snack,dishes,house keeping products"
3212,shopping bags
3213,"tropical fruit,other vegetables,whipped/sour cream,beverages,hard cheese,cream cheese ,flour,sweet spreads,soda,long life bakery product"
3217,other vegetables
3220,"pip fruit,berries,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,pastry,margarine"
3221,"chicken,hamburger meat,root vegetables,onions,other vegetables,whole milk,butter,curd,butter milk,frozen vegetables,domestic eggs,oil,canned vegetables,popcorn"
3222,"root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,baking powder,liqueur"
3223,"sausage,meat,rolls/buns,canned beer,popcorn,nut snack,waffles,shopping bags"
3224,"pickled vegetables,canned fish,soda,bottled beer,chewing gum,candles"
3229,specialty chocolate
3230,sausage
3232,canned beer
3234,"bottled water,bottled beer"
3237,soda
3239,pet care
3240,"pork,whole milk,sliced cheese"
3242,"organic sausage,whole milk,yogurt,soft cheese,cream cheese ,fruit/vegetable juice,napkins,shopping bags"
3245,"whole milk,pastry"
3246,"frozen fish,canned beer,waffles"
3247,whipped/sour cream
3249,"UHT-milk,bottled water,specialty chocolate"
3250,misc. beverages
3252,sausage
3253,frozen meals
3254,"specialty chocolate,specialty bar"
3256,"whole milk,yogurt,soda,canned beer"
3257,"pip fruit,root vegetables,butter,UHT-milk,rolls/buns,coffee,soda,bottled beer,red/blush wine"
3258,"frozen meals,soda"
3260,"pip fruit,onions,other vegetables,whole milk,butter,soft cheese,domestic eggs,white bread,margarine,cocoa drinks,bottled water,fruit/vegetable juice,chocolate"
3263,"pet care,instant coffee,soda,specialty chocolate"
3264,instant coffee
3265,"other vegetables,specialty bar"
3267,"meat,dessert,UHT-milk,rice,specialty bar,napkins,candles"
3268,"pip fruit,root vegetables,other vegetables,dessert,domestic eggs,margarine,cereals,soda,candles"
3272,canned beer
3273,canned beer
3275,soda
3278,"ham,frozen potato products,white bread,pastry,cat food,bottled water,soda,candy,sound storage medium,shopping bags"
3282,whole milk
3283,"misc. beverages,canned beer,shopping bags"
3284,"root vegetables,other vegetables,whole milk,specialty bar,dishes"
3285,"other vegetables,margarine"
3287,"bottled beer,chocolate,specialty bar"
3291,"meat,turkey,citrus fruit,tropical fruit,herbs,other vegetables,frozen meals,shopping bags"
3292,"bottled water,soda,dishes"
3293,"pastry,syrup"
3294,"sausage,whole milk,yogurt,sliced cheese,rolls/buns,coffee,soda,canned beer,specialty bar"
3295,"pork,pip fruit,other vegetables,butter,rice,margarine,soda,waffles,shopping bags"
3296,packaged fruit/vegetables
3298,misc. beverages
3299,whole milk
3301,liquor
3302,"whole milk,pastry,vinegar"
3303,canned beer
3304,photo/film
3307,"meat,root vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,seasonal products,shopping bags"
3308,"meat,whipped/sour cream,coffee,chewing gum,dishes"
3309,"pork,root vegetables,cream cheese ,frozen fish,flour,sugar,decalcifier,shopping bags"
3312,canned beer
3315,"organic sausage,citrus fruit,whole milk,whipped/sour cream,hard cheese,rolls/buns,pastry,bottled beer,long life bakery product,detergent,napkins,house keeping products,candles"
3316,napkins
3317,"organic sausage,pip fruit,root vegetables,other vegetables,pastry,salty snack,dishes"
3323,"citrus fruit,tropical fruit,pip fruit,yogurt,pastry,margarine,cat food,pet care,bottled water,chocolate,specialty bar,dental care,napkins"
3327,newspapers
3329,"chicken,tropical fruit,pip fruit,other vegetables,whole milk,whipped/sour cream,frozen vegetables,coffee"
3331,"whole milk,pickled vegetables,bottled water,fruit/vegetable juice,candy"
3332,"citrus fruit,specialty bar"
3335,"sausage,other vegetables,semi-finished bread,soda"
3336,"pip fruit,rolls/buns,bottled water,soda,specialty chocolate"
3342,"ham,meat,whole milk,dessert,butter milk,whipped/sour cream,sliced cheese,rolls/buns,soda,fruit/vegetable juice"
3343,liquor
3344,"sausage,pork,tropical fruit,other vegetables,yogurt,bottled beer,red/blush wine,dishes"
3345,"frozen chicken,fruit/vegetable juice,bottled beer,shopping bags"
3350,bottled water
3355,"frankfurter,root vegetables,butter milk,rolls/buns,semi-finished bread,ready soups,bottled water,misc. beverages,shopping bags"
3356,"bottled water,misc. beverages,liquor,chewing gum"
3357,"tropical fruit,other vegetables,whipped/sour cream,white bread"
3358,"pip fruit,white bread,coffee,soda,fruit/vegetable juice,bottled beer,sparkling wine"
3359,"tropical fruit,UHT-milk,pastry,chocolate,napkins,shopping bags"
3360,"bottled beer,liquor"
3361,candles
3365,"pork,bottled water,rum,white wine,flower (seeds)"
3366,"beverages,frozen vegetables,coffee,soda,fruit/vegetable juice,cling film/bags"
3368,"tropical fruit,yogurt,whipped/sour cream"
3372,"white wine,specialty bar"
3373,"UHT-milk,pastry,waffles"
3374,"sausage,pip fruit,whole milk,sliced cheese,frozen vegetables,frozen meals,napkins,shopping bags"
3375,"whisky,chewing gum"
3378,"soda,fruit/vegetable juice"
3380,"other vegetables,yogurt,soft cheese,domestic eggs,brown bread,roll products ,cat food,coffee,bottled water,canned beer,specialty chocolate,specialty bar,detergent,softener,napkins,shopping bags"
