,basket
5319,"butter,spread cheese,ice cream,rolls/buns,soda,long life bakery product,chocolate,chocolate marshmallow"
7816,"tropical fruit,root vegetables,whole milk,butter,curd,yogurt,pudding powder,coffee"
6794,"whole milk,yogurt,coffee"
8634,shopping bags
1871,pip fruit
9479,"tropical fruit,curd,bottled water,napkins"
8013,fruit/vegetable juice
8606,"whipped/sour cream,rolls/buns,pastry,bottled water"
6375,"pastry,soda"
4425,"rolls/buns,pastry"
3421,"meat,whole milk,specialty cheese,domestic eggs"
3787,"rolls/buns,pastry,napkins,newspapers"
8077,cookware
1801,"sausage,mayonnaise,misc. beverages,candy"
7091,"bottled beer,liquor,shopping bags"
3011,"soda,fruit/vegetable juice,cake bar,candy,candles"
2849,"pork,brown bread,salt,liquor,shopping bags"
4089,"berries,other vegetables,whole milk,sliced cheese,margarine,bottled water,pot plants"
6991,whipped/sour cream
7631,soda
7056,"beef,citrus fruit,root vegetables,pasta,canned beer,male cosmetics,hygiene articles"
2744,"frankfurter,sausage,other vegetables,whole milk,butter,curd,dessert,yogurt,brown bread,pastry,waffles,chocolate,dishes"
3757,yogurt
6199,"frankfurter,sausage,root vegetables,other vegetables,yogurt,UHT-milk,white bread,long life bakery product,chocolate,specialty bar,candy"
2706,canned beer
6052,"bottled beer,liquor"
5867,"other vegetables,whole milk,brown bread"
1970,hygiene articles
938,"specialty chocolate,pot plants"
3006,canned beer
7967,"packaged fruit/vegetables,canned fish"
6034,"coffee,soda"
1098,"UHT-milk,domestic eggs,brown bread,coffee,soda,canned beer,liquor (appetizer),newspapers"
5774,"other vegetables,curd cheese"
1600,"yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy"
9138,"citrus fruit,tropical fruit,other vegetables,butter milk,yogurt,pastry,waffles,candy,dental care"
3891,"beef,other vegetables,rolls/buns,bottled beer"
4649,brown bread
6741,"butter,frozen vegetables,margarine,cake bar"
5516,"other vegetables,white bread,pickled vegetables,soda,shopping bags"
9250,"white wine,red/blush wine,napkins"
7521,beverages
974,"citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack"
7761,"canned beer,cookware"
2484,"butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags"
8662,"whole milk,rolls/buns,margarine,bottled beer"
5457,"sausage,pork,hard cheese,rolls/buns,pickled vegetables,dish cleaner"
6274,rolls/buns
1078,specialty cheese
1371,"other vegetables,cream cheese ,coffee,dishes"
5096,"chicken,red/blush wine"
6534,chocolate
4066,"yogurt,popcorn,cleaner,newspapers"
6787,"berries,other vegetables,yogurt,whipped/sour cream,soft cheese,processed cheese,pastry,roll products ,flour,cat food"
9430,canned beer
6715,"other vegetables,whole milk,white bread"
9105,"meat,root vegetables,other vegetables,dessert,yogurt,whipped/sour cream,rolls/buns,potato products,soda,misc. beverages,napkins,photo/film"
3580,soda
6861,"yogurt,soft cheese"
6543,specialty bar
1924,yogurt
3670,"yogurt,UHT-milk,rolls/buns,brown bread"
6454,rolls/buns
7808,"sausage,citrus fruit,berries,whipped/sour cream,rolls/buns,canned beer,specialty bar,napkins"
5428,"citrus fruit,curd,yogurt,newspapers"
9113,"citrus fruit,pip fruit,onions,other vegetables,whole milk,butter milk,whipped/sour cream,cream cheese ,domestic eggs,brown bread,shopping bags"
4966,"bottled beer,newspapers"
8962,"pastry,soda"
149,"pasta,popcorn"
7713,"yogurt,liquor (appetizer),nut snack,long life bakery product,hygiene articles,shopping bags"
4183,"root vegetables,other vegetables,whole milk,margarine"
6627,salty snack
1952,"root vegetables,whole milk,yogurt"
9191,"root vegetables,other vegetables,frozen vegetables,frozen fish,rolls/buns,dog food,popcorn,newspapers"
2724,"sausage,yogurt,cream"
5322,"sausage,meat,chicken,beef,citrus fruit,root vegetables,herbs,whole milk,butter,domestic eggs,roll products ,coffee,long life bakery product,waffles"
4026,"specialty chocolate,light bulbs"
9471,salty snack
7290,"whole milk,house keeping products"
1951,"beef,whole milk,butter,rolls/buns,cat food,bottled beer"
1640,"whole milk,rolls/buns"
1482,"whole milk,rolls/buns"
7367,"whole milk,margarine,baking powder,bottled water,bottled beer,waffles,napkins"
3919,"pork,pip fruit,curd,roll products ,margarine,soups,coffee,napkins,newspapers"
8718,"citrus fruit,whole milk,whipped/sour cream,domestic eggs,salt,newspapers"
7047,rolls/buns
7642,whole milk
3602,"Instant food products,canned vegetables,salty snack"
1207,"citrus fruit,yogurt,whipped/sour cream,soda,cookware"
2711,"dental care,male cosmetics"
7440,"whipped/sour cream,UHT-milk,pastry,margarine,cat food,chocolate,dishes,newspapers"
5253,"other vegetables,coffee,soda,dental care"
4923,"other vegetables,butter milk,frozen meals,ice cream,pastry"
9772,"pastry,coffee,liquor (appetizer),red/blush wine,shopping bags"
5281,"soda,canned beer"
5954,curd
6857,"root vegetables,domestic eggs"
3061,"chicken,tropical fruit,pip fruit,whipped/sour cream,sugar,baking powder,instant coffee,soda"
2823,"rolls/buns,brown bread"
5934,"beef,root vegetables,packaged fruit/vegetables,whole milk,rolls/buns,pastry,oil,bottled water,soda,canned beer"
2214,"brown bread,fruit/vegetable juice,newspapers,shopping bags"
222,"sausage,beef,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,beverages,hard cheese,rolls/buns,dish cleaner,cookware"
4070,rolls/buns
5808,"whole milk,curd,soda,light bulbs,pot plants,shopping bags"
6986,"frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics"
9399,"hamburger meat,brown bread,semi-finished bread"
5530,tropical fruit
5773,"citrus fruit,other vegetables,frozen meals,domestic eggs,fruit/vegetable juice,pot plants"
6785,"chicken,rolls/buns"
1890,"frankfurter,domestic eggs"
1957,"frozen vegetables,frozen meals"
4805,coffee
2836,"pip fruit,whole milk,pastry,waffles,cake bar,specialty bar,shopping bags"
6853,canned beer
3831,"rolls/buns,fruit/vegetable juice,bottled beer,canned beer,chocolate"
1726,"grapes,whole milk,baking powder,candles,photo/film"
219,"cleaner,female sanitary products"
1728,coffee
5544,canned beer
1633,"frankfurter,pork,pip fruit"
9300,beverages
4634,"sausage,root vegetables,whole milk,butter milk,yogurt,rolls/buns,pastry"
1291,"coffee,shopping bags"
3382,"other vegetables,coffee,bottled water,salty snack"
3185,"chicken,beef,root vegetables,whole milk,cream cheese ,pet care,newspapers"
6963,"sausage,other vegetables,frozen dessert,pastry,fruit/vegetable juice,long life bakery product"
2395,"rolls/buns,soda,specialty bar"
1,"tropical fruit,yogurt,coffee"
9207,"other vegetables,zwieback,soda,chewing gum"
5293,"whole milk,processed cheese,soda,cake bar,chocolate,specialty bar,shopping bags"
4837,"yogurt,canned beer,dishes"
8276,pip fruit
3387,"chicken,whipped/sour cream,ice cream,frozen potato products,soda,candy,shopping bags"
7134,"root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns"
9279,waffles
6102,"berries,packaged fruit/vegetables,yogurt,rolls/buns,misc. beverages"
2153,"bottled water,fruit/vegetable juice"
6565,"pastry,bottled beer,liquor,red/blush wine"
1383,"root vegetables,butter,frozen vegetables,salty snack"
7608,bottled beer
4562,"tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener"
7716,"whole milk,cake bar"
5172,other vegetables
5916,"sausage,pip fruit,processed cheese,frozen meals,pastry,semi-finished bread,dog food,syrup"
9820,"beef,citrus fruit,cream cheese ,frozen fish,flour,margarine,sugar,baking powder,salty snack,chewing gum"
6515,"chicken,citrus fruit,tropical fruit,grapes,other vegetables,whole milk,yogurt,domestic eggs,flour,oil,coffee,fruit/vegetable juice"
8120,"yogurt,bottled water,white wine"
8149,"bottled beer,liquor,red/blush wine,waffles,candy,napkins,shopping bags"
4259,"citrus fruit,tropical fruit,coffee,soda,fruit/vegetable juice,canned beer,candy"
591,"whipped/sour cream,pastry,specialty bar"
2982,"tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,baking powder,long life bakery product,chocolate,newspapers"
5543,bottled water
4927,brown bread
7555,"cream cheese ,rolls/buns,brown bread"
5397,"whole milk,domestic eggs"
9310,"tropical fruit,yogurt,rolls/buns,candy,shopping bags"
3293,"pastry,syrup"
8309,"whole milk,shopping bags"
8648,"sausage,grapes,whole milk,seasonal products"
7900,dishes
7736,"sausage,rolls/buns"
2166,butter
1151,"citrus fruit,grapes,curd,bottled water,waffles"
7289,"tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer"
7803,"pip fruit,berries,other vegetables,butter,yogurt,soda,chocolate,house keeping products"
8344,"other vegetables,rolls/buns,canned fish"
2909,"root vegetables,onions,other vegetables,whole milk,curd,yogurt,frozen fish,waffles"
4006,photo/film
8216,"whole milk,butter,yogurt,rolls/buns,coffee,fruit/vegetable juice,detergent"
148,"hamburger meat,citrus fruit,onions,rolls/buns,bottled water,dental care"
8618,canned beer
2745,"yogurt,beverages,bottled beer,dishes"
131,"whole milk,yogurt,beverages,brown bread,shopping bags"
3872,bottled water
1219,"ham,pork,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,dessert,butter milk,whipped/sour cream,domestic eggs,brown bread,roll products ,hygiene articles"
7624,soda
3128,"beef,chocolate"
4875,"rolls/buns,pastry,coffee"
448,"sausage,ham,other vegetables,ice cream,white bread"
7512,"ham,hard cheese,pastry,fruit/vegetable juice"
1875,"rolls/buns,meat spreads"
1972,"pastry,soda"
8561,butter
5456,"pastry,coffee,chewing gum"
8075,"hamburger meat,berries,dessert,whipped/sour cream,shopping bags"
8296,"hamburger meat,other vegetables"
2028,soda
4265,citrus fruit
2156,"whole milk,soda,canned beer,liquor (appetizer),newspapers"
1483,canned beer
2010,"citrus fruit,berries,onions,other vegetables,condensed milk,soft cheese,oil,pickled vegetables,specialty vegetables,coffee,bottled water,soda,bottled beer,dish cleaner,male cosmetics,cling film/bags"
5723,"chicken,pip fruit,whole milk,rolls/buns,brown bread,pastry,semi-finished bread,margarine,bottled water,newspapers"
5918,"sausage,liver loaf,ham,pip fruit,yogurt,soft cheese,sliced cheese,rolls/buns,white bread,brown bread,pastry,soda,canned beer,newspapers,shopping bags"
8122,citrus fruit
2884,"sausage,whole milk,rolls/buns"
2343,"tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese ,rolls/buns,bottled water,soda"
6012,"frozen fish,sugar,cake bar,chocolate marshmallow,candy"
6,rolls/buns
6908,packaged fruit/vegetables
7750,"sausage,mayonnaise,rolls/buns,shopping bags"
8384,"frankfurter,sausage,meat,whole milk,beverages,hard cheese,fruit/vegetable juice,bottled beer,sparkling wine,specialty chocolate,napkins"
9571,other vegetables
9584,"sausage,ham,beef,root vegetables,UHT-milk,pet care,soda"
6123,"hard cheese,pasta,canned vegetables,canned fish,soda"
2456,"canned beer,candy"
8328,"berries,whipped/sour cream"
7983,"beef,frozen meals,dog food"
7571,"whole milk,cream cheese ,chewing gum"
9708,"yogurt,brown bread,coffee"
7628,"citrus fruit,tropical fruit,dessert,fruit/vegetable juice"
989,"pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins"
2609,"pork,sugar,newspapers"
4135,canned beer
2848,"root vegetables,whole milk,rolls/buns"
1472,butter milk
4227,"domestic eggs,white bread,specialty fat,mustard,specialty vegetables"
1032,"yogurt,margarine"
2192,canned beer
6009,bottled beer
1816,"pork,bottled water,bottled beer"
2860,"beef,root vegetables,white wine,shopping bags"
3796,"root vegetables,whole milk"
3340,"pastry,sugar,coffee,liquor (appetizer)"
2155,"cream cheese ,white bread,sweet spreads,cat food,coffee,syrup,specialty bar"
8132,"sliced cheese,canned beer"
1452,"pastry,sugar,bottled beer,long life bakery product,shopping bags"
1715,coffee
5787,"sausage,citrus fruit,other vegetables"
1306,"tropical fruit,pip fruit,whole milk,chewing gum,chocolate"
7630,photo/film
5664,"whole milk,whipped/sour cream,domestic eggs,white bread,photo/film"
7202,"pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate"
5300,"bottled water,waffles,chocolate"
9368,pet care
8407,"pasta,sauces,cake bar,chocolate marshmallow,napkins"
7825,"meat,beef,berries,other vegetables,curd,yogurt,whipped/sour cream,UHT-milk,brown bread"
3073,"sausage,citrus fruit,whole milk,UHT-milk,specialty cheese,frozen vegetables,tea,bottled water,fruit/vegetable juice"
284,"sausage,whole milk,yogurt,rolls/buns,brown bread,pot plants"
9100,"pork,soda,canned beer,male cosmetics"
6267,"UHT-milk,hygiene articles,napkins,cling film/bags"
5239,"ice cream,soda"
3539,"berries,butter milk,yogurt,pastry,bathroom cleaner"
1072,"beef,tropical fruit,pip fruit,grapes,root vegetables,processed cheese,rolls/buns,white bread,pastry,pasta,specialty vegetables,cat food,soda,misc. beverages"
297,candy
2039,"whole milk,pastry,fruit/vegetable juice,canned beer,specialty chocolate"
6669,photo/film
919,"sausage,rolls/buns,soda"
3374,"sausage,pip fruit,whole milk,sliced cheese,frozen vegetables,frozen meals,napkins,shopping bags"
7679,"sausage,rolls/buns,fruit/vegetable juice,cake bar"
9732,"pork,hamburger meat,tropical fruit,whole milk,margarine,canned vegetables,shopping bags"
6108,long life bakery product
9031,"other vegetables,canned beer,snack products"
8576,pork
3453,"citrus fruit,whole milk,yogurt,sliced cheese,brown bread,margarine,dog food,shopping bags"
9696,"dessert,cream cheese ,waffles"
2949,kitchen towels
569,"frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers"
5735,"other vegetables,butter,fruit/vegetable juice,salty snack,chocolate"
5840,beverages
714,"yogurt,specialty bar"
8218,root vegetables
1369,"frankfurter,bottled beer"
2084,"soda,chocolate,chocolate marshmallow"
8144,whole milk
8537,"other vegetables,frozen vegetables,ice cream"
4605,"soda,canned beer,red/blush wine"
5251,"pork,rolls/buns"
2017,"sausage,chicken,pip fruit,berries,other vegetables,dessert,yogurt,frozen vegetables,frozen meals,brown bread,semi-finished bread,ketchup,spices,ready soups,soda,canned beer,popcorn"
8767,rolls/buns
8551,"frozen meals,ice cream,brown bread"
3495,whole milk
1529,bottled beer
1826,"meat,citrus fruit,pip fruit,curd,yogurt,whipped/sour cream,domestic eggs,pastry,flour,fruit/vegetable juice,bottled beer,salty snack,chocolate,cooking chocolate,hygiene articles,napkins,shopping bags"
8525,popcorn
183,"soda,bottled beer,white wine,prosecco"
2108,"butter milk,hard cheese"
6824,"citrus fruit,other vegetables,whole milk,yogurt,bottled water,bottled beer"
9817,"sausage,other vegetables,whole milk,dessert,butter milk,yogurt,whipped/sour cream,brown bread,bottled water,soda,long life bakery product,cake bar"
540,frankfurter
7546,bottled beer
1756,"spread cheese,pastry"
2029,"tropical fruit,bottled beer"
176,"whole milk,salt"
6078,"pip fruit,berries,yogurt"
8818,"ice cream,bottled water,soda"
2248,soda
5950,"tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice"
7262,"citrus fruit,butter milk,sliced cheese,bottled water,cleaner"
8732,"sausage,frozen vegetables,domestic eggs,soda,fruit/vegetable juice,napkins,pot plants"
516,bottled beer
4271,"other vegetables,yogurt,whipped/sour cream,jam,fruit/vegetable juice,chocolate,dishes,newspapers"
7130,"root vegetables,frozen vegetables"
3364,"canned beer,white wine"
9248,"UHT-milk,pastry,margarine"
5744,"whole milk,curd,pastry"
2253,other vegetables
4768,"tropical fruit,pip fruit,sugar,napkins,cling film/bags,shopping bags"
1773,"frankfurter,other vegetables,whole milk,yogurt,condensed milk,cream cheese ,rolls/buns,pastry"
1004,"berries,dessert,whipped/sour cream,white bread,coffee,shopping bags"
8142,"sausage,curd"
4408,"pickled vegetables,bottled water,fruit/vegetable juice,newspapers"
1254,"frankfurter,whole milk,whipped/sour cream,curd cheese,domestic eggs,margarine,baking powder,cat food,bottled water,canned beer,candy,napkins"
5839,"beverages,UHT-milk,zwieback,misc. beverages"
8684,"tropical fruit,other vegetables,whole milk,yogurt,cream cheese ,curd cheese,domestic eggs,sugar,fruit/vegetable juice,napkins"
5573,"citrus fruit,domestic eggs,jam"
1566,"citrus fruit,tropical fruit,root vegetables,yogurt,roll products ,margarine,sugar,bottled water,napkins,house keeping products"
4176,"beverages,cream cheese ,rolls/buns,candy"
9659,"rolls/buns,bottled beer"
897,"beef,hamburger meat,berries,pastry,hygiene articles"
5023,"ham,citrus fruit,tropical fruit,pip fruit,processed cheese,white bread,shopping bags"
